,Name,Price,Date,Rate,Singleplayer,Action,Multiplayer,Adventure,Strategy,Simulation,Indie,RPG,Atmospheric,Story Rich,Open World,Casual,2D,Sandbox,Fantasy,Online Co-Op,Exploration,3D,Funny,Survival,Shooter,Realistic,Anime,Sci-fi,FPS
565,Starship Troopers: Terran Command,26,2022,0.89,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
566,Maitetsu:Last Run!!,55,2020,0.97,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
567,Gary Grigsby's War in the East 2,293,2021,0.88,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
568,SpiderHeck,19.95,2022,0.95,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
569,The Stanley Parable: Ultra Deluxe,10,2022,0.9,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
570,The Legend of Heroes: Trails from Zero,47.9,2022,0.97,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
571,Sker Ritual,36.5,2022,0.73,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
572,HD Poker: Texas Hold'em,0,2018,0.63,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
573,Angel Legion,5.25,2020,0.91,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
574,Patron,6.5,2021,0.63,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
575,King Arthur: Knight's Tale,7.5,2022,0.82,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
576,Total War: EMPIRE – Definitive Edition,24.5,2009,0.9,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,Stacklands,5.25,2022,0.97,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
578,Call of Duty®: Modern Warfare® 2 (2009),1032.9,2009,0.95,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
579,Aliens vs. Predator™,7.5,2010,0.96,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1
580,Grand Prix Story,196,2022,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
581,Command & Conquer™ Remastered Collection,24.9,2020,0.91,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,Rogue Company,135.2,2021,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
583,Call of Duty®: Modern Warfare® 3,1032.9,2011,0.88,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
584,Wylde Flowers,7.5,2022,0.96,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
585,MY HERO ONE'S JUSTICE 2,69.9,2020,0.93,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
586,Electrician Simulator,31.5,2022,0.8,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
587,[Chilla's Art] The Bathhouse | 地獄銭湯♨️,8.5,2022,0.76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
588,Stay Out,0,2019,0.55,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
589,Resident Evil 7 Biohazard,67,2017,0.96,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
590,DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition,54.9,2020,0.91,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
591,Going Medieval,110,2021,0.86,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
592,Risen,63,2009,0.95,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
593,Lobotomy Corporation | Monster Management Simulation,10,2018,0.96,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
594,Eco,26,2018,0.75,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0
595,Ravenfield,17,2017,0.97,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
596,The Universim,7.5,2022,0.8,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
597,Outward Definitive Edition,41.5,2022,0.76,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0
598,Generation Zero®,65,2019,0.76,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1
599,Killing Floor 2,416.75,2016,0.88,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
600,Cookie Clicker,5.25,2021,0.95,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
601,Priest Simulator,37,2022,0.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
602,Barony,13.75,2015,0.89,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
603,Teenage Mutant Ninja Turtles: Shredder's Revenge,22,2022,0.87,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
604,Richman10,14,2019,0.45,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
605,MARVEL Puzzle Quest,131.15,2013,0.69,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
606,Eternal Return,117.25,2020,0.61,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
607,XCOM® 2,92.4,2016,0.83,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
608,Keep Talking and Nobody Explodes,79,2015,0.98,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
609,Ghostwire: Tokyo,41.98,2022,0.81,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
610,CONFLICT OF NATIONS: WORLD WAR 3,197.97,2018,0.88,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
611,Universe Sandbox,26,2015,0.96,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0
612,Rivals of Aether,40.5,2017,0.94,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
613,Lost Light,0,2022,0.52,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1
614,5D Chess With Multiverse Time Travel,12,2020,0.93,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
615,Soundfall,26,2022,0.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
616,Tree of Savior (English Ver.),309.33,2016,0.57,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
617,The Walking Dead: The Telltale Definitive Series,42,2020,0.98,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
618,Foretales,10.5,2022,0.89,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
619,Orcs Must Die! 3,27,2021,0.86,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
620,DeadPoly,9.99,2022,0.8,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0
621,Breathedge,22,2021,0.67,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
622,KARDS - The WWII Card Game,34.5,2020,0.78,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
623,Surviving Mars,137.99,2018,0.92,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
624,Hush Hush - Only Your Love Can Save Them,18.5,2022,0.93,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
625,Trailmakers,33.75,2019,0.9,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
626,Realm Royale Reforged,19.2,2018,0.76,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1
627,Romance of the Three Kingdoms Hadou,0,2022,0.63,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
628,星空列车与白的旅行,15,2021,0.98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
629,Roboquest,28.5,2020,0.91,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
630,DYNASTY WARRIORS 9 Empires,163.1,2021,0.5,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,STAR WARS™ Battlefront™ II,49.9,2017,0.88,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
632,SPORE™,24.9,2008,0.94,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
633,Pinball FX3,10,2017,0.84,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
634,Empires of the Undergrowth,18.5,2017,0.95,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
635,Mafia II (Classic),39.9,2011,0.93,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
636,港詭實錄ParanormalHK,13,2020,0.93,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
637,Melvor Idle,10,2021,0.92,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
638,Counter-Strike Nexon: Studio,0,2014,0.65,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
639,Ryse: Son of Rome,116.28,2014,0.87,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
640,BLUE REFLECTION,235.5,2017,0.95,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
641,Brewmaster: Beer Brewing Simulator,17,2022,0.84,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
642,Crysis Remastered,75,2021,0.66,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1
643,Let's Build a Zoo,10,2021,0.87,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
644,Symphony of War: The Nephilim Saga,16,2022,0.94,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
645,Who's Your Daddy?!,1.1,2015,0.88,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0
646,Tropico 6,78.75,2019,0.87,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
647,PC Building Simulator,110,2019,0.92,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
648,Left 4 Dead,10,2008,0.96,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
649,Outlast,9,2013,0.94,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
650,Bless Unleashed,198,2021,0.62,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
651,Super Monkey Ball Banana Mania,6.5,2021,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
652,WARRIORS OROCHI 3 Ultimate Definitive Edition,54.6,2022,0.83,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
653,Century: Age of Ashes,363.8,2021,0.75,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
654,Bright Memory: Infinite,18.2,2021,0.9,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
655,CHAOS;HEAD NOAH,22,2022,0.91,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
656,Ultimate Chicken Horse,10,2016,0.96,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
657,MXGP 2021 - The Official Motocross Videogame,4.75,2021,0.76,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,Viscera Cleanup Detail,6.75,2015,0.96,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
659,RUMBLE,18.5,2022,0.86,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
660,The Dungeon Of Naheulbeuk: The Amulet Of Chaos,74.25,2020,0.89,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
661,Far Cry® 5,53.1,2018,0.82,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
662,Gloria Victis: Medieval MMORPG,10,2016,0.73,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
663,Call to Arms,29.5,2018,0.84,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
664,Cooking Simulator,43.5,2019,0.85,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
665,Honkai Impact 3rd,0,2021,0.69,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
666,UnderMine,5.25,2020,0.84,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
667,Old World,12,2022,0.74,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
668,NieR Replicant™ ver.1.22474487139...,79.9,2021,0.82,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
669,TaleSpire,22,2021,0.91,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
670,Trine 4: The Nightmare Prince,10,2019,0.83,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
671,Diplomacy is Not an Option,22,2022,0.87,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
672,We Were Here Too,5.4,2018,0.86,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
673,The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe,25,2009,0.96,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
674,Wobbly Life,14,2020,0.96,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
675,Untitled Goose Game,18.5,2020,0.97,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
676,SEGA Mega Drive and Genesis Classics,81.5,2010,0.8,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
677,Pacify,5.25,2019,0.85,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
678,Steel Division 2,259.4,2019,0.77,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
679,RIDE 4,90.5,2020,0.85,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,Black Squad,0,2019,0.68,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
681,Age of Empires II (2013),31.5,2013,0.97,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
682,Golf It!,9.5,2017,0.89,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
683,I Was a Teenage Exocolonist,10,2022,0.97,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
684,Friday the 13th: The Game,16.2,2017,0.85,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
685,Enter the Gungeon,15,2016,0.94,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
686,MELTY BLOOD: TYPE LUMINA,124.35,2021,0.91,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
687,Celeste,9,2018,0.97,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
688,SCP: Secret Files,14.5,2022,0.9,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
689,Sapiens,5.25,2022,0.86,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
690,Have a Nice Death,16,2022,0.81,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
691,Counter-Strike,10,2000,0.97,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
692,Gloomwood,18.5,2022,0.92,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
693,ENDER LILIES: Quietus of the Knights,15,2021,0.93,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
694,Phoenix Point,20.5,2020,0.72,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,"Warhammer 40,000: Gladius - Relics of War",113.9,2018,0.8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
696,Kingdom Two Crowns,17.5,2018,0.92,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
697,Partisans 1941,8.5,2020,0.79,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
698,OCTOPATH TRAVELER™,69.9,2019,0.86,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
699,The Enchanted Cave 2,10,2015,0.89,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
700,Rec Room,0,2016,0.89,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
701,The Walking Dead: Saints & Sinners,10,2020,0.76,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
702,FINAL FANTASY VI,27.9,2022,0.93,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
703,Amazing Cultivation Simulator,8.5,2020,0.86,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0
704,Castle Crashers®,2.2,2012,0.97,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
705,City Car Driving,35,2016,0.83,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
706,Songs of Syx,22,2020,0.97,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
707,Little Witch Nobeta,28.4,2022,0.74,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
708,Wildermyth,22,2021,0.91,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
709,Legion TD 2 - Multiplayer Tower Defense,24.99,2021,0.92,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0
710,Power & Revolution 2022 Edition,27,2022,0.57,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
711,STAR WARS Jedi: Fallen Order™,64.9,2019,0.87,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
712,NEBULOUS: Fleet Command,24,2022,0.89,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
713,ANOTHER EDEN,0,2021,0.76,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
714,Call of Duty: World at War,1032.9,2008,0.9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
715,Motorsport Manager,8.5,2016,0.94,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,Placid Plastic Duck Simulator,4.84,2022,0.97,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
717,Pixel Survivors : Roguelike,3.25,2022,0.76,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
718,Mega Man X DiVE,0,2021,0.66,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
719,Half-Life 2,18.5,2004,0.97,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
720,Ori and the Will of the Wisps,14.5,2020,0.97,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
721,Mortal Online 2,34,2022,0.78,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
722,Counter-Strike: Source,10,2004,0.95,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
723,Achilles: Legends Untold,18.99,2022,0.83,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
724,VARIOUS DAYLIFE,125.8,2022,0.44,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
725,Werewolf: The Apocalypse - Earthblood,13,2022,0.7,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
726,Sonic Forces,336.8,2017,0.63,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
727,The Elder Scrolls IV: Oblivion® Game of the Year Edition,13.5,2007,0.96,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
728,Road Redemption,10,2019,0.85,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
729,Starbound,1.1,2016,0.87,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0
730,DOOM,13.5,2016,0.95,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
731,Craftopia,5.25,2020,0.76,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
732,"Haiku, the Robot",18.5,2022,0.95,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
733,A Plague Tale: Innocence,2.9,2019,0.92,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
734,Valkyria Chronicles™,81.5,2014,0.79,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
735,Wasteland 3,48,2020,0.79,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,Galactic Civilizations III,10,2015,0.75,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
737,Into the Radius VR,26,2020,0.92,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
738,Rune Factory 5,40.4,2022,0.74,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
739,Out of the Park Baseball 23,34,2022,0.76,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
740,Cultivation Story: Reincarnation,10,2022,0.92,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
741,Skul: The Hero Slayer,5.25,2021,0.92,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
742,TOGETHER BnB,23,2021,0.72,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1
743,Wobbledogs,5.25,2022,0.98,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
744,Granblue Fantasy: Versus,278.55,2020,0.74,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
745,Unturned,5.25,2017,0.91,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
746,The Excavation of Hob's Barrow,10.75,2022,0.94,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,Dragon Age™ Inquisition,49.9,2014,0.75,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
748,Avorion,25,2020,0.88,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
749,Black Mesa,18.5,2020,0.94,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
750,Neon White,10,2022,0.98,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
751,The Jackbox Party Pack 8,5.25,2021,0.95,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
